name,genus,dexNumber,primaryType,colorTheme,hp,heightM,weightKg,flavorText,spriteUrl,showMotionPrompt
floette,Single Bloom Pokémon,670,fairy,white,54,0.2,0.9,It flutters around fields of flowers and cares for flowers that are starting to wilt. It draws out the hidden power of flowers to battle.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/670.png,true
florges,Garden Pokémon,671,fairy,white,78,1.1,10.0,"It claims exquisite flower gardens as its territory, and it obtains power from basking in the energy emitted by flowering plants.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/671.png,true
skiddo,Mount Pokémon,672,grass,brown,66,0.9,31.0,"Thought to be one of the first Pokémon to live in harmony with humans, it has a placid disposition.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/672.png,true
gogoat,Mount Pokémon,673,grass,brown,123,1.7,91.0,It can tell how its Trainer is feeling by subtle shifts in the grip on its horns. This empathic sense lets them run as if one being.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/673.png,true
pancham,Playful Pokémon,674,fighting,white,67,0.6,8.0,"It does its best to be taken seriously by its enemies, but its glare is not sufficiently intimidating. Chewing on a leaf is its trademark.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/674.png,true
pangoro,Daunting Pokémon,675,fighting,white,95,2.1,136.0,"Although it possesses a violent temperament, it won’t put up with bullying. It uses the leaf in its mouth to sense the movements of its enemies.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/675.png,true
furfrou,Poodle Pokémon,676,normal,white,75,1.2,28.0,Trimming its fluffy fur not only makes it more elegant but also increases the swiftness of its movements.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/676.png,true
espurr,Restraint Pokémon,677,psychic,gray,62,0.3,3.5,The organ that emits its intense psychic power is sheltered by its ears to keep power from leaking out.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/677.png,true
meowstic-male,Constraint Pokémon,678,psychic,blue,74,0.6,8.5,"When in danger, it raises its ears and releases enough psychic power to grind a 10-ton truck into dust.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/678.png,true
honedge,Sword Pokémon,679,steel,brown,45,0.8,2.0,Apparently this Pokémon is born when a departed spirit inhabits a sword. It attaches itself to people and drinks their life force.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/679.png,true
doublade,Sword Pokémon,680,steel,brown,59,0.8,4.5,"When Honedge evolves, it divides into two swords, which cooperate via telepathy to coordinate attacks and slash their enemies to ribbons.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/680.png,true
aegislash-shield,Royal Sword Pokémon,681,steel,brown,60,1.7,53.0,"Generations of kings were attended by these Pokémon, which used their spectral power to manipulate and control people and Pokémon.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/681.png,true
spritzee,Perfume Pokémon,682,fairy,pink,78,0.2,0.5,It emits a scent that enraptures those who smell it. This fragrance changes depending on what it has eaten.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/682.png,true
aromatisse,Fragrance Pokémon,683,fairy,pink,101,0.8,15.5,"It devises various scents, pleasant and unpleasant, and emits scents that its enemies dislike in order to gain an edge in battle.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/683.png,true
swirlix,Cotton Candy Pokémon,684,fairy,white,62,0.4,3.5,"To entangle its opponents in battle, it extrudes white threads as sweet and sticky as cotton candy.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/684.png,true
slurpuff,Meringue Pokémon,685,fairy,white,82,0.8,5.0,It can distinguish the faintest of scents. It puts its sensitive sense of smell to use by helping pastry chefs in their work.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/685.png,true
inkay,Revolving Pokémon,686,dark,blue,53,0.4,3.5,Opponents who stare at the flashing of the light-emitting spots on its body become dazed and lose their will to fight.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/686.png,true
malamar,Overturning Pokémon,687,dark,blue,86,1.5,47.0,"It wields the most compelling hypnotic powers of any Pokémon, and it forces others to do whatever it wants.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/687.png,true
binacle,Two-Handed Pokémon,688,rock,brown,42,0.5,31.0,"Two Binacle live together on one rock. When they fight, one of them will move to a different rock.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/688.png,true
barbaracle,Collective Pokémon,689,rock,brown,72,1.3,96.0,"When they evolve, two Binacle multiply into seven. They fight with the power of seven Binacle.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/689.png,true
skrelp,Mock Kelp Pokémon,690,poison,brown,50,0.5,7.3,"Camouflaged as rotten kelp, they spray liquid poison on prey that approaches unawares and then finish it off.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/690.png,true
dragalge,Mock Kelp Pokémon,691,poison,brown,65,1.8,81.5,"Their poison is strong enough to eat through the hull of a tanker, and they spit it indiscriminately at anything that enters their territory.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/691.png,true
clauncher,Water Gun Pokémon,692,water,blue,50,0.5,8.3,They knock down flying prey by firing compressed water from their massive claws like shooting a pistol.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/692.png,true
clawitzer,Howitzer Pokémon,693,water,blue,71,1.3,35.3,Their enormous claws launch cannonballs of water powerful enough to pierce tanker hulls.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/693.png,true
helioptile,Generator Pokémon,694,electric,yellow,44,0.5,6.0,"They make their home in deserts. They can generate their energy from basking in the sun, so eating food is not a requirement.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/694.png,true
heliolisk,Generator Pokémon,695,electric,yellow,62,1.0,21.0,They flare their frills and generate energy. A single Heliolisk can generate sufficient electricity to power a skyscraper.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/695.png,true
tyrunt,Royal Heir Pokémon,696,rock,brown,58,0.8,26.0,"This Pokémon was restored from a fossil. If something happens that it doesn’t like, it throws a tantrum and runs wild.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/696.png,true
tyrantrum,Despot Pokémon,697,rock,red,82,2.5,270.0,"Thanks to its gargantuan jaws, which could shred thick metal plates as if they were paper, it was invincible in the ancient world it once inhabited.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/697.png,true
amaura,Tundra Pokémon,698,rock,blue,77,1.3,25.2,This ancient Pokémon was restored from part of its body that had been frozen in ice for over 100 million years.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/698.png,true
aurorus,Tundra Pokémon,699,rock,blue,123,2.7,225.0,"The diamond-shaped crystals on its body expel air as cold as -240 degrees Fahrenheit, surrounding its enemies and encasing them in ice.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/699.png,true
sylveon,Intertwining Pokémon,700,fairy,pink,95,1.0,23.5,It sends a soothing aura from its ribbonlike feelers to calm fights.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/700.png,true
hawlucha,Wrestling Pokémon,701,fighting,green,78,0.8,21.5,"Although its body is small, its proficient fighting skills enable it to keep up with big bruisers like Machamp and Hariyama.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/701.png,true
dedenne,Antenna Pokémon,702,electric,yellow,67,0.2,2.2,"Its whiskers serve as antennas. By sending and receiving electrical waves, it can communicate with others over vast distances.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/702.png,true
carbink,Jewel Pokémon,703,rock,gray,50,0.3,5.7,"Born from the temperatures and pressures deep underground, it fires beams from the stone in its head.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/703.png,true
goomy,Soft Tissue Pokémon,704,dragon,purple,45,0.3,2.8,"The weakest Dragon-type Pokémon, it lives in damp, shady places, so its body doesn’t dry out.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/704.png,true
sliggoo,Soft Tissue Pokémon,705,dragon,purple,68,0.8,17.5,"It drives away opponents by excreting a sticky liquid that can dissolve anything. Its eyes devolved, so it can’t see anything.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/705.png,true
goodra,Dragon Pokémon,706,dragon,purple,90,2.0,150.5,"This very friendly Dragon-type Pokémon will hug its beloved Trainer, leaving that Trainer covered in sticky slime.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/706.png,true
klefki,Key Ring Pokémon,707,steel,gray,57,0.2,3.0,These key collectors threaten any attackers by fiercely jingling their keys at them.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/707.png,true
phantump,Stump Pokémon,708,ghost,brown,43,0.4,7.0,These Pokémon are created when spirits possess rotten tree stumps. They prefer to live in abandoned forests.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/708.png,true
trevenant,Elder Tree Pokémon,709,ghost,brown,85,1.5,71.0,"It can control trees at will. It will trap people who harm the forest, so they can never leave.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/709.png,true
pumpkaboo-average,Pumpkin Pokémon,710,ghost,brown,49,0.4,5.0,"The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/710.png,true
gourgeist-average,Pumpkin Pokémon,711,ghost,brown,65,0.9,12.5,"Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/711.png,true
bergmite,Ice Chunk Pokémon,712,ice,blue,55,1.0,99.5,It blocks opponents’ attacks with the ice that shields its body. It uses cold air to repair any cracks with new ice.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/712.png,true
avalugg,Iceberg Pokémon,713,ice,blue,95,2.0,505.0,Its ice-covered body is as hard as steel. Its cumbersome frame crushes anything that stands in its way.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/713.png,true
noibat,Sound Wave Pokémon,714,flying,purple,40,0.5,8.0,"They live in pitch-black caves. Their enormous ears can emit ultrasonic waves of 200,000 hertz.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/714.png,true
noivern,Sound Wave Pokémon,715,flying,purple,85,1.5,85.0,They fly around on moonless nights and attack careless prey. Nothing can beat them in a battle in the dark.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/715.png,true
xerneas,Life Pokémon,716,fairy,blue,126,3.0,215.0,Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/716.png,true
yveltal,Destruction Pokémon,717,dark,red,126,5.8,203.0,"When this legendary Pokémon’s wings and tail feathers spread wide and glow red, it absorbs the life force of living creatures.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/717.png,true
